entityName;lastModifiedTimestamp;download_dttm
PLANNING_INFO_CUSTOM_PROP;2023-03-27T16:25:38.000Z;2023-03-27 14:16:22.982240
TAG_DETAILS;2023-03-27T16:26:12.000Z;2023-03-27 14:16:25.195537
WF_PROCESS_DETAILS;2023-03-27T16:25:38.000Z;2023-03-27 14:16:27.463477
WF_PROCESS_TASKS;2023-03-27T16:25:44.000Z;2023-03-27 14:16:29.828846
WF_TASKS_USER_ASSIGNMENT;2023-03-27T16:25:31.000Z;2023-03-27 14:16:32.068101
md_creative;2023-03-27T17:04:55.000Z;2023-03-27 14:16:34.351690
md_creative_x_asset;2023-03-27T17:05:13.000Z;2023-03-27 14:16:36.491421
md_message;2023-03-27T17:04:58.000Z;2023-03-27 14:16:38.576833
md_message_x_creative;2023-03-27T17:05:10.000Z;2023-03-27 14:16:41.050554
md_task;2023-03-27T17:09:44.000Z;2023-03-27 14:16:43.320117
ASSET_DETAILS;2023-03-28T19:12:04.000Z;2023-03-28 16:55:08.185632
ASSET_DETAILS_CUSTOM_PROP;2023-03-28T19:12:13.000Z;2023-03-28 16:55:10.598556
ASSET_FOLDER_DETAILS;2023-03-28T19:11:54.000Z;2023-03-28 16:55:12.962661
ASSET_RENDITION_DETAILS;2023-03-28T19:12:04.000Z;2023-03-28 16:55:15.760333
ASSET_REVISION;2023-03-28T19:12:02.000Z;2023-03-28 16:55:18.275795
CC_BUDGET_BREAKUP;2023-03-28T19:12:12.000Z;2023-03-28 16:55:20.655527
COMMITMENT_DETAILS;2023-03-28T19:11:54.000Z;2023-03-28 16:55:23.119247
COMMITMENT_LINE_ITEMS;2023-03-28T19:12:12.000Z;2023-03-28 16:55:25.242146
COMMITMENT_LINE_ITEMS_CCBDGT;2023-03-28T19:11:59.000Z;2023-03-28 16:55:28.653062
INVOICE_DETAILS;2023-03-28T19:12:04.000Z;2023-03-28 16:55:30.793548
INVOICE_LINE_ITEMS;2023-03-28T19:12:02.000Z;2023-03-28 16:55:32.915484
INVOICE_LINE_ITEMS_CCBDGT;2023-03-28T19:11:59.000Z;2023-03-28 16:55:35.145809
